"to enter; to go into; to join; to become a member of; to confirm or agree with" 入
"to take in; income; revenue" 收入
"to throw into; to put into; to throw oneself into; to participate in; to invest in; absorbed; engrossed" 投入
"vigor; vitality; drive; spiritual" 精神
"wonderful; marvelous; brilliant" 精彩
"best feature; most important part of an object; quintessence; essence; soul" 精华
"mysterious; mystery" 神秘
"look; expression" 神情
"to form; to organize; group; team; classifier for sets, series, groups of people, batteries" 组
"to organize; organization; (biology) tissue; (textiles) weave" 组织
"to form; to make up; to constitute" 组成
group 小组
"to assemble; to combine; to compose; combination; association; set; compilation; (math.) combinatorial" 组合
"spinning and weaving" 纺织
"to interweave" 交织
"to weave; to knit; to plait; to braid; (fig.) to create (sth abstract, e.g. a dream, a lie etc)" 编织
"happy; cheerful; to laugh" 乐
"to entertain; to amuse; entertainment; recreation; amusement; hobby; fun; joy" 娱乐
"delight; pleasure; joy" 乐趣
"capability; ability" 能力
"to make an effort; to try hard; to strive; hard-working; conscientious" 努力
"power; force; strength" 力量
pressure 压力
"not to know; unaware; unknowingly; fig. not to admit (defeat, hardships, tiredness etc)" 不知
"to find out; to learn of" 得知
"each other; one another; mutually" 相
"each other; mutually; mutual" 互相
"to take note of; to pay attention to" 注意
"to register; to enroll" 注册
"to pay attention to; to follow sth closely; to follow (on social media); concern; interest; attention" 关注
"to clearly indicate" 注明
"italy; idea; meaning; thought; to think; wish; desire; intention; to expect; to anticipate" 意
"idea; opinion; meaning; wish; desire; interest; fun; token of appreciation, affection etc; to give as a small token; to do sth as a gesture of goodwill etc" 意思
"sense; meaning; significance; importance" 意义
"to agree; to consent; to approve" 同意
"to stop; to block; (computing) (coll.) slow; cassette" 卡
truck 卡车
card 卡片
"carter (name)" 卡特
"it seems; seemingly; as if" 似乎
"similar; analogous" 类似
"similar; alike" 相似
"at; from; because; than" 乎
"to care about" 在乎
"close to; intimate" 近乎
"to get rid of; to remove; to exclude; to eliminate; to wipe out; to divide; except; not including" 除
"to delete; to cancel" 删除
"to eliminate; to remove" 消除
"nature; character; property; quality; attribute; sexuality; sex; gender; suffix forming adjective from verb; suffix forming noun from adjective, corresponding to -ness or -ity; essence" 性
"woman; the female sex" 女性
"nature; disposition; temperament; character" 性格
"individuality; personality" 个性
"the male sex; a male" 男性
"classifier for gifts, newspaper, magazine, papers, reports, contracts etc" 份
"a share (in a company); stock" 股份
"one's share of expenses (e.g. when buying a gift collectively); cash gift" 份子
"composition; make-up; ingredient; element; component; one's social status" 成份
hour 钟头
"alarm clock" 闹钟
"bell tower; campanile; clock tower; bell tower, historic attraction in xian, beijing etc" 钟楼
"to sell; to betray; to spare no effort; to show off or flaunt" 卖
"to auction; auction sale; to sell at a reduced price" 拍卖
"to offer for sale; to sell; to sell out; to betray" 出卖
"prostitution; to prostitute oneself" 卖淫
"to sell off; to get rid of in a sale" 卖掉
"future; tomorrow; approaching; coming; pending" 未来
never 从未
"not having undergone; without (having gone though a certain process)" 未经
"not yet; still not" 尚未
"to answer; to reply; to respond" 答
"answer; solution" 答案
"to solve (a problem); to resolve (a difficulty); to provide an answer; solution; resolution; answer" 解答
"to combine; to join; unite; alliance" 联合
internet 互联网
"united nations" 联合国
"web page" 网页
"home page" 主页
"page; web page" 页面
"page of a book" 书页
"clear; obvious; unequivocal; to understand; to realize" 明白
tomorrow 明天
"proof; certificate; identification; testimonial; to prove; to testify; to confirm the truth of" 证明
"white; snowy; pure; bright; empty; blank; plain; clear; to make clear; in vain; gratuitous; free of charge; reactionary; anti-communist; funeral; to stare coldly; to write wrong character; to state; to explain; vernacular; spoken lines in opera" 白
"white; fig. reactionary; anti-communist" 白色
"baijiu, a spirit usually distilled from sorghum" 白酒
"pale; wan" 苍白
"to indicate; to point out" 指出
"to guide; to give directions; to direct; to coach; guidance; tuition" 指导
"to conduct; to command; to direct; conductor (of an orchestra)" 指挥
"to press; to push; to leave aside or shelve; to control; to restrain; to keep one's hand on; to check or refer to; according to; in the light of; (of an editor or author) to make a comment" 按
"according to; in accordance with; in the light of; on the basis of" 按照
"massage; to massage" 按摩
"on time; before deadline; on schedule" 按时
"push button" 按钮
"to negate; to deny; not" 否
"whether (or not); if; is or isn't" 是否
"whether or not; can it or can't it; is it possible?" 能否
"to declare to be untrue; to deny" 否认
"to reach; to achieve; to attain" 达到
"to express; to convey" 表达
"to reach; to arrive" 到达
"well-developed; flourishing; to develop; to promote; to expand; (literary) to achieve fame and fortune; to prosper" 发达
"to run; to run away; to escape; to run around (on errands etc); (of a gas or liquid) to leak or evaporate; (verb complement) away; off" 跑
"to run; to jog; (military) to march at the double" 跑步
"to flee from sth; to run away; to escape" 逃跑
"to run" 奔跑
"to run out" 跑出
immediately 立即
"can then (do sth); can immediately (do sth); (do sth) and that will suffice" 即可
"active; energetic; vigorous; positive (outlook); proactive" 积极
"extremely; exceedingly" 极为
extreme 极端
"black; dark; sinister; secret; shady; illegal; to hide (sth) away; to vilify" 黑
black 黑色
"dark; darkly; darkness" 黑暗
"black person; an illegal" 黑人
night 黑夜
"to give birth; to reproduce; to produce; product; resource; estate; property" 产
"goods; merchandise; product" 产品
"to arise; to come into being; to come about; to give rise to; to bring into being; to bring about; to produce; to engender; to generate" 产生
"to produce; to manufacture; to give birth to a child" 生产
"industry; estate; property; industrial" 产业
"(bound form) article; commodity; product; goods; (bound form) grade; rank; kind; type; variety; character; disposition; nature; temperament; to taste sth; to sample; to criticize; to comment; to judge; to size up; fret (on a guitar or lute)" 品
"brand name; trademark" 品牌
"commodity; goods; merchandise" 商品
"degree; level; extent" 程度
"course; academic program" 课程
"a course of lectures" 讲座
"constellation; astrological sign" 星座
"to be present" 在座
seat 座椅
"place; location; spot; point; office; department; bureau; respect; classifier for locations or items of damage: spot, point" 处
everywhere 到处
"to be in (some state, position, or condition)" 处于
"benefit; advantage; merit; gain; profit" 好处
"mistake; wrong; bad; interlocking; complex; to grind; to polish; to alternate; to stagger; to miss; to let slip; to evade; to inlay with gold or silver" 错
"correct; right; not bad; pretty good" 不错
"mistaken; false; wrong; error; mistake" 错误
"to miss (train, opportunity etc)" 错过
"that's right; that's good; can't go wrong" 没错
"nearby; neighboring; (in the) vicinity (of); neighborhood" 附近
"to approach; to get close to" 接近
"to be close to; to approach; to draw near" 靠近
"to be afraid; to fear; to dread; to be unable to endure; perhaps" 怕
"to be afraid; to be scared" 害怕
"fear; to dread; i'm afraid that...; perhaps; maybe" 恐怕
"fearless; not worried (by setbacks or difficulties); even if; even though" 不怕
"awful; dreadful; fearful; formidable; frightful; scary; hideous; horrible; terrible; terribly" 可怕
"to be in favor of; to support; to back; support; backing; to stand by" 支持
"to pay (money)" 支付
"to spend; to pay out; expenses; expenditure" 支出
"expenditures; expenses; to spend money; (coll.) to pay wages" 开支
"to hold; to grasp; to support; to maintain; to persevere; to manage; to run (i.e. administer); to control" 持
"to persevere with; to persist in; to insist on" 坚持
"to keep; to maintain; to hold; to preserve" 保持
"to do; to make; to go in for; to set up; to get hold of; to take care of" 搞
"to get people to laugh; funny; hilarious" 搞笑
"to do well at; to do a good job" 搞好
"mistake; to make a mistake; to blunder; mistaken" 搞错
"to make a mess; to mess with; to be wild; to sleep around; to jump into bed" 乱搞
"to be able to; to subdue; to restrain; to overcome; gram; tibetan unit of land area, about 6 ares; to subdue; to overthrow; to restrain" 克
"(try to) overcome (hardships etc); to conquer; to put up with; to endure" 克服
"mark (name); mark (monetary unit)" 马克
"jack (name)" 杰克
"to restrain; to control; restraint; self-control" 克制
government 政府
"politics; political" 政治
policy 政策
"administration; (attributive) administrative; executive" 行政
"seat of government; government repository (archive); official residence; mansion; presidential palace; (honorific) your home; prefecture (from tang to qing times)" 府
"prince's mansion" 王府
"educational establishment" 学府
"capital city of an autonomous region" 首府
"a register; block of printing; edition; version; page" 版
copyright 版权
"version; edition; release" 版本
"pirated; illegal" 盗版
"body; life; oneself; personally; one's morality and conduct; the main part of a structure or body; pregnant; classifier for sets of clothes: suit, twinset; kangxi radical 158" 身
"the body; one's health; in person" 身体
"itself; in itself; per se" 本身
"body; form; style; system; substance; to experience; aspect (linguistics)" 体
"media, esp. news media" 媒体
"concrete; definite; specific" 具体
"mountain; (coll.) small bundle of straw for silkworms to spin cocoons on" 山
"snow-capped mountain" 雪山
"to go down a hill; (of the sun or moon) to set" 下山
hilltop 山顶
"to climb a hill; to go to the mountains; (of silkworms) to go up bundles of straw (to spin cocoons); to pass away; (of the sun or moon) to rise" 上山
"ring; hoop; loop; (chain) link; classifier for scores in archery etc; to surround; to encircle; to hem in" 环
"environment; circumstances; surroundings; ambient" 环境
"environmental protection; environmentally friendly" 环保
"(zoology) segment (of the body of a worm, centipede etc); (fig.) a part of an integrated whole: aspect (of a project), element (of a policy), sector (of the economy), stage (of a process) etc" 环节
"to cycle; to circulate; circle; loop" 循环
"border; place; condition; boundary; circumstances; territory" 境
"within the borders; internal (to a country, province, city etc); domestic" 境内
"to enter a country" 入境
"exactly; in good order; whole; complete; entire; in order; orderly; to repair; to mend; to renovate; (coll.) to fix sb; to give sb a hard time; to mess with sb" 整
"to adjust; adjustment; revision" 调整
"to arrange; to tidy up; to sort out; to straighten out; to list systematically; to collate (data, files); to pack (luggage)" 整理
"whole entity; entire body; synthesis; as a whole (situation, construction, team etc); global; macrocosm; integral; holistic; whole" 整体
"to wear; to put on; to dress; to bore through; to pierce; to perforate; to penetrate; to pass through; to thread" 穿
"to pass through" 穿过
"to put on (clothes etc)" 穿上
"eight; 8" 八
"eighteen; 18" 十八
"eighty; 80" 八十
"august; eighth month (of the lunar year)" 八月
"gossip; gossipy" 八卦
"to pat; to clap; to slap; to swat; to take (a photo); to shoot (a film); racket (sports); beat (music)" 拍
"to take (a picture); to shoot (a film)" 拍摄
"to take a picture" 拍照
"to pat; to slap; (of a bird) to flap (one's wings)" 拍打
"undergarment; underwear" 内衣
"jacket; upper outer garment" 上衣
"overcoat; topcoat; cloak" 大衣
"seven; 7" 七
"seventeen; 17" 十七
"seventy; 70" 七十
"july; seventh month (of the lunar year)" 七月
